#X     Z        log_Rho      Rho    
255.00 -10.57   1.81         64.00  
255.00 -12.08   1.81         64.00  
255.00 -13.59   1.83         67.00  
255.00 -15.10   1.85         71.00  
255.00 -16.61   1.88         76.00  
255.00 -18.12   1.91         81.00  
255.00 -19.63   1.93         86.00  
255.00 -21.14   1.96         91.00  
255.00 -22.65   1.99         97.00  
255.00 -24.16   2.01         103.00 
255.00 -25.67   2.03         108.00 
255.00 -27.18   2.06         114.00 
255.00 -28.69   2.08         119.00 
255.00 -30.20   2.10         125.00 
255.00 -31.71   2.12         131.00 
255.00 -33.22   2.13         136.00 
255.00 -34.73   2.15         142.00 
255.00 -36.24   2.17         147.00 
255.00 -37.75   2.18         153.00 
255.00 -39.26   2.20         159.00 
255.00 -40.77   2.21         164.00 
255.00 -42.28   2.23         170.00 
255.00 -43.79   2.25         176.00 
255.00 -45.30   2.26         181.00 
255.00 -46.81   2.27         187.00 
255.00 -48.32   2.28         192.00 
255.00 -49.83   2.29         197.00 
255.00 -51.34   2.30         200.00 
255.00 -52.85   2.30         200.00 
255.00 -54.36   2.30         200.00 
255.00 -55.87   2.30         200.00 
255.00 -57.38   2.30         200.00 
255.00 -58.89   2.30         200.00 
255.00 -60.40   2.30         200.00 
257.50 0.00     1.87         74.00  
257.50 -1.51    1.86         73.00  
257.50 -3.02    1.86         72.00  
257.50 -4.53    1.85         70.00  
257.50 -6.04    1.84         69.00  
257.50 -7.55    1.83         67.00  
257.50 -9.06    1.82         66.00  
257.50 -10.57   1.81         64.00  
257.50 -12.08   1.81         64.00  
257.50 -13.59   1.83         67.00  
257.50 -15.10   1.85         71.00  
257.50 -16.61   1.88         76.00  
257.50 -18.12   1.91         81.00  
257.50 -19.63   1.93         86.00  
257.50 -21.14   1.96         91.00  
257.50 -22.65   1.99         97.00  
257.50 -24.16   2.01         103.00 
257.50 -25.67   2.03         108.00 
257.50 -27.18   2.06         114.00 
257.50 -28.69   2.08         119.00 
257.50 -30.20   2.10         125.00 
257.50 -31.71   2.12         131.00 
257.50 -33.22   2.13         136.00 
257.50 -34.73   2.15         142.00 
257.50 -36.24   2.17         147.00 
257.50 -37.75   2.18         153.00 
257.50 -39.26   2.20         159.00 
257.50 -40.77   2.21         164.00 
257.50 -42.28   2.23         170.00 
257.50 -43.79   2.25         176.00 
257.50 -45.30   2.26         181.00 
257.50 -46.81   2.27         187.00 
257.50 -48.32   2.28         192.00 
257.50 -49.83   2.30         198.00 
257.50 -51.34   2.30         200.00 
257.50 -52.85   2.30         200.00 
257.50 -54.36   2.30         200.00 
257.50 -55.87   2.30         200.00 
257.50 -57.38   2.30         200.00 
257.50 -58.89   2.30         200.00 
257.50 -60.40   2.30         200.00 
260.00 0.00     1.87         74.00  
260.00 -1.51    1.86         73.00  
260.00 -3.02    1.86         72.00  
260.00 -4.53    1.85         70.00  
260.00 -6.04    1.84         69.00  
260.00 -7.55    1.83         67.00  
260.00 -9.06    1.82         66.00  
260.00 -10.57   1.81         64.00  
260.00 -12.08   1.81         64.00  
260.00 -13.59   1.83         67.00  
260.00 -15.10   1.85         71.00  
260.00 -16.61   1.88         76.00  
260.00 -18.12   1.91         81.00  
260.00 -19.63   1.93         86.00  
260.00 -21.14   1.96         91.00  
260.00 -22.65   1.99         97.00  
260.00 -24.16   2.01         102.00 
260.00 -25.67   2.03         108.00 
260.00 -27.18   2.05         113.00 
260.00 -28.69   2.07         118.00 
260.00 -30.20   2.09         124.00 
260.00 -31.71   2.11         129.00 
260.00 -33.22   2.13         135.00 
260.00 -34.73   2.15         141.00 
260.00 -36.24   2.17         147.00 
260.00 -37.75   2.18         153.00 
260.00 -39.26   2.20         159.00 
260.00 -40.77   2.21         164.00 
260.00 -42.28   2.23         170.00 
260.00 -43.79   2.25         176.00 
260.00 -45.30   2.26         182.00 
260.00 -46.81   2.27         188.00 
260.00 -48.32   2.29         194.00 
260.00 -49.83   2.30         198.00 
260.00 -51.34   2.30         200.00 
260.00 -52.85   2.30         200.00 
260.00 -54.36   2.30         200.00 
260.00 -55.87   2.30         200.00 
260.00 -57.38   2.30         200.00 
260.00 -58.89   2.30         200.00 
260.00 -60.40   2.30         200.00 
262.50 0.00     1.88         75.00  
262.50 -1.51    1.87         74.00  
262.50 -3.02    1.86         72.00  
262.50 -4.53    1.85         70.00  
262.50 -6.04    1.84         69.00  
262.50 -7.55    1.83         67.00  
262.50 -9.06    1.82         66.00  
262.50 -10.57   1.81         64.00  
262.50 -12.08   1.81         64.00  
262.50 -13.59   1.82         66.00  
262.50 -15.10   1.85         71.00  
262.50 -16.61   1.88         76.00  
262.50 -18.12   1.91         81.00  
262.50 -19.63   1.93         86.00  
262.50 -21.14   1.96         91.00  
262.50 -22.65   1.98         96.00  
262.50 -24.16   2.00         101.00 
262.50 -25.67   2.03         106.00 
262.50 -27.18   2.05         111.00 
262.50 -28.69   2.06         116.00 
262.50 -30.20   2.08         121.00 
262.50 -31.71   2.10         127.00 
262.50 -33.22   2.12         133.00 
262.50 -34.73   2.14         139.00 
262.50 -36.24   2.16         146.00 
262.50 -37.75   2.18         152.00 
262.50 -39.26   2.20         158.00 
262.50 -40.77   2.22         165.00 
262.50 -42.28   2.23         171.00 
262.50 -43.79   2.25         177.00 
262.50 -45.30   2.26         184.00 
262.50 -46.81   2.28         190.00 
262.50 -48.32   2.29         196.00 
262.50 -49.83   2.30         200.00 
262.50 -51.34   2.30         200.00 
262.50 -52.85   2.30         200.00 
262.50 -54.36   2.30         200.00 
262.50 -55.87   2.30         200.00 
262.50 -57.38   2.30         200.00 
262.50 -58.89   2.30         200.00 
262.50 -60.40   2.30         200.00 
265.00 0.00     1.88         75.00  
265.00 -1.51    1.88         75.00  
265.00 -3.02    1.86         73.00  
265.00 -4.53    1.86         72.00  
265.00 -6.04    1.85         70.00  
265.00 -7.55    1.83         68.00  
265.00 -9.06    1.82         66.00  
265.00 -10.57   1.81         65.00  
265.00 -12.08   1.81         64.00  
265.00 -13.59   1.82         66.00  
265.00 -15.10   1.85         71.00  
265.00 -16.61   1.88         76.00  
265.00 -18.12   1.90         80.00  
265.00 -19.63   1.93         85.00  
265.00 -21.14   1.95         90.00  
265.00 -22.65   1.97         94.00  
265.00 -24.16   2.00         99.00  
265.00 -25.67   2.02         104.00 
265.00 -27.18   2.04         109.00 
265.00 -28.69   2.06         114.00 
265.00 -30.20   2.08         119.00 
265.00 -31.71   2.09         124.00 
265.00 -33.22   2.11         130.00 
265.00 -34.73   2.14         137.00 
265.00 -36.24   2.16         143.00 
265.00 -37.75   2.18         150.00 
265.00 -39.26   2.20         157.00 
265.00 -40.77   2.22         165.00 
265.00 -42.28   2.24         173.00 
265.00 -43.79   2.26         180.00 
265.00 -45.30   2.27         187.00 
265.00 -46.81   2.29         193.00 
265.00 -48.32   2.30         198.00 
265.00 -49.83   2.30         200.00 
265.00 -51.34   2.30         200.00 
265.00 -52.85   2.30         200.00 
265.00 -54.36   2.30         200.00 
265.00 -55.87   2.30         200.00 
265.00 -57.38   2.30         200.00 
265.00 -58.89   2.30         200.00 
265.00 -60.40   2.30         200.00 
267.50 0.00     1.88         75.00  
267.50 -1.51    1.88         75.00  
267.50 -3.02    1.88         75.00  
267.50 -4.53    1.87         74.00  
267.50 -6.04    1.86         72.00  
267.50 -7.55    1.85         70.00  
267.50 -9.06    1.83         68.00  
267.50 -10.57   1.82         66.00  
267.50 -12.08   1.81         64.00  
267.50 -13.59   1.82         66.00  
267.50 -15.10   1.85         70.00  
267.50 -16.61   1.88         75.00  
267.50 -18.12   1.90         79.00  
267.50 -19.63   1.92         84.00  
267.50 -21.14   1.95         89.00  
267.50 -22.65   1.97         93.00  
267.50 -24.16   1.99         98.00  
267.50 -25.67   2.01         103.00 
267.50 -27.18   2.03         107.00 
267.50 -28.69   2.05         112.00 
267.50 -30.20   2.07         117.00 
267.50 -31.71   2.09         122.00 
267.50 -33.22   2.11         128.00 
267.50 -34.73   2.13         134.00 
267.50 -36.24   2.15         142.00 
267.50 -37.75   2.17         149.00 
267.50 -39.26   2.20         157.00 
267.50 -40.77   2.22         165.00 
267.50 -42.28   2.24         173.00 
267.50 -43.79   2.26         182.00 
267.50 -45.30   2.28         189.00 
267.50 -46.81   2.29         196.00 
267.50 -48.32   2.30         200.00 
267.50 -49.83   2.30         200.00 
267.50 -51.34   2.30         200.00 
267.50 -52.85   2.30         200.00 
267.50 -54.36   2.30         200.00 
267.50 -55.87   2.30         200.00 
267.50 -57.38   2.30         200.00 
267.50 -58.89   2.30         200.00 
267.50 -60.40   2.30         200.00 
270.00 0.00     1.88         75.00  
270.00 -1.51    1.88         75.00  
270.00 -3.02    1.88         75.00  
270.00 -4.53    1.88         75.00  
270.00 -6.04    1.87         74.00  
270.00 -7.55    1.86         72.00  
270.00 -9.06    1.85         70.00  
270.00 -10.57   1.83         67.00  
270.00 -12.08   1.81         64.00  
270.00 -13.59   1.82         66.00  
270.00 -15.10   1.85         70.00  
270.00 -16.61   1.87         74.00  
270.00 -18.12   1.89         78.00  
270.00 -19.63   1.92         83.00  
270.00 -21.14   1.94         87.00  
270.00 -22.65   1.96         92.00  
270.00 -24.16   1.99         97.00  
270.00 -25.67   2.01         102.00 
270.00 -27.18   2.03         106.00 
270.00 -28.69   2.05         111.00 
270.00 -30.20   2.07         117.00 
270.00 -31.71   2.09         122.00 
270.00 -33.22   2.10         126.00 
270.00 -34.73   2.12         133.00 
270.00 -36.24   2.15         141.00 
270.00 -37.75   2.17         149.00 
270.00 -39.26   2.20         157.00 
270.00 -40.77   2.22         165.00 
270.00 -42.28   2.24         173.00 
270.00 -43.79   2.26         182.00 
270.00 -45.30   2.28         190.00 
270.00 -46.81   2.29         197.00 
270.00 -48.32   2.30         200.00 
270.00 -49.83   2.30         200.00 
270.00 -51.34   2.30         200.00 
270.00 -52.85   2.30         200.00 
270.00 -54.36   2.30         200.00 
270.00 -55.87   2.30         200.00 
270.00 -57.38   2.30         200.00 
270.00 -58.89   2.30         200.00 
270.00 -60.40   2.30         200.00 
272.50 0.00     1.88         75.00  
272.50 -1.51    1.88         75.00  
272.50 -3.02    1.88         75.00  
272.50 -4.53    1.88         75.00  
272.50 -6.04    1.88         75.00  
272.50 -7.55    1.86         73.00  
272.50 -9.06    1.85         70.00  
272.50 -10.57   1.83         67.00  
272.50 -12.08   1.81         64.00  
272.50 -13.59   1.81         65.00  
272.50 -15.10   1.84         69.00  
272.50 -16.61   1.86         73.00  
272.50 -18.12   1.89         77.00  
272.50 -19.63   1.91         82.00  
272.50 -21.14   1.93         86.00  
272.50 -22.65   1.96         91.00  
272.50 -24.16   1.98         96.00  
272.50 -25.67   2.01         102.00 
272.50 -27.18   2.03         107.00 
272.50 -28.69   2.05         113.00 
272.50 -30.20   2.08         119.00 
272.50 -31.71   2.09         123.00 
272.50 -33.22   2.10         126.00 
272.50 -34.73   2.12         131.00 
272.50 -36.24   2.15         140.00 
272.50 -37.75   2.17         149.00 
272.50 -39.26   2.20         157.00 
272.50 -40.77   2.22         165.00 
272.50 -42.28   2.24         174.00 
272.50 -43.79   2.26         182.00 
272.50 -45.30   2.28         191.00 
272.50 -46.81   2.30         198.00 
272.50 -48.32   2.30         200.00 
272.50 -49.83   2.30         200.00 
272.50 -51.34   2.30         200.00 
272.50 -52.85   2.30         200.00 
272.50 -54.36   2.30         200.00 
272.50 -55.87   2.30         200.00 
272.50 -57.38   2.30         200.00 
272.50 -58.89   2.30         200.00 
272.50 -60.40   2.30         200.00 
275.00 0.00     1.88         75.00  
275.00 -1.51    1.88         75.00  
275.00 -3.02    1.88         75.00  
275.00 -4.53    1.88         75.00  
275.00 -6.04    1.88         75.00  
275.00 -7.55    1.86         73.00  
275.00 -9.06    1.85         70.00  
275.00 -10.57   1.83         67.00  
275.00 -12.08   1.81         64.00  
275.00 -13.59   1.81         65.00  
275.00 -15.10   1.83         68.00  
275.00 -16.61   1.85         71.00  
275.00 -18.12   1.87         74.00  
275.00 -19.63   1.90         80.00  
275.00 -21.14   1.94         87.00  
275.00 -22.65   1.96         92.00  
275.00 -24.16   1.99         98.00  
275.00 -25.67   2.02         104.00 
275.00 -27.18   2.04         110.00 
275.00 -28.69   2.07         117.00 
275.00 -30.20   2.09         122.00 
275.00 -31.71   2.10         125.00 
275.00 -33.22   2.10         125.00 
275.00 -34.73   2.11         128.00 
275.00 -36.24   2.13         136.00 
275.00 -37.75   2.16         146.00 
275.00 -39.26   2.19         156.00 
275.00 -40.77   2.22         165.00 
275.00 -42.28   2.24         174.00 
275.00 -43.79   2.26         183.00 
275.00 -45.30   2.28         192.00 
275.00 -46.81   2.30         198.00 
275.00 -48.32   2.30         200.00 
275.00 -49.83   2.30         200.00 
275.00 -51.34   2.30         200.00 
275.00 -52.85   2.30         200.00 
275.00 -54.36   2.30         200.00 
275.00 -55.87   2.30         200.00 
275.00 -57.38   2.30         200.00 
275.00 -58.89   2.30         200.00 
275.00 -60.40   2.30         200.00 
277.50 0.00     1.88         75.00  
277.50 -1.51    1.88         75.00  
277.50 -3.02    1.88         75.00  
277.50 -4.53    1.88         75.00  
277.50 -6.04    1.88         75.00  
277.50 -7.55    1.86         73.00  
277.50 -9.06    1.85         70.00  
277.50 -10.57   1.82         66.00  
277.50 -12.08   1.81         64.00  
277.50 -13.59   1.79         61.00  
277.50 -15.10   1.78         60.00  
277.50 -16.61   1.79         62.00  
277.50 -18.12   1.84         69.00  
277.50 -19.63   1.90         79.00  
277.50 -21.14   1.95         89.00  
277.50 -22.65   1.98         95.00  
277.50 -24.16   2.00         101.00 
277.50 -25.67   2.03         108.00 
277.50 -27.18   2.06         114.00 
277.50 -28.69   2.08         120.00 
277.50 -30.20   2.09         124.00 
277.50 -31.71   2.10         125.00 
277.50 -33.22   2.10         125.00 
277.50 -34.73   2.10         126.00 
277.50 -36.24   2.12         133.00 
277.50 -37.75   2.16         143.00 
277.50 -39.26   2.19         155.00 
277.50 -40.77   2.22         165.00 
277.50 -42.28   2.24         175.00 
277.50 -43.79   2.26         184.00 
277.50 -45.30   2.28         192.00 
277.50 -46.81   2.30         198.00 
277.50 -48.32   2.30         200.00 
277.50 -49.83   2.30         200.00 
277.50 -51.34   2.30         200.00 
277.50 -52.85   2.30         200.00 
277.50 -54.36   2.30         200.00 
277.50 -55.87   2.30         200.00 
277.50 -57.38   2.30         200.00 
277.50 -58.89   2.30         200.00 
277.50 -60.40   2.30         200.00 
280.00 0.00     1.88         75.00  
280.00 -1.51    1.88         75.00  
280.00 -3.02    1.88         75.00  
280.00 -4.53    1.88         75.00  
280.00 -6.04    1.88         75.00  
280.00 -7.55    1.86         73.00  
280.00 -9.06    1.85         70.00  
280.00 -10.57   1.83         67.00  
280.00 -12.08   1.80         63.00  
280.00 -13.59   1.77         59.00  
280.00 -15.10   1.73         54.00  
280.00 -16.61   1.75         56.00  
280.00 -18.12   1.83         67.00  
280.00 -19.63   1.91         81.00  
280.00 -21.14   1.96         91.00  
280.00 -22.65   1.99         98.00  
280.00 -24.16   2.02         105.00 
280.00 -25.67   2.05         111.00 
280.00 -27.18   2.07         118.00 
280.00 -28.69   2.09         123.00 
280.00 -30.20   2.10         125.00 
280.00 -31.71   2.10         125.00 
280.00 -33.22   2.10         125.00 
280.00 -34.73   2.10         125.00 
280.00 -36.24   2.12         131.00 
280.00 -37.75   2.16         143.00 
280.00 -39.26   2.19         155.00 
280.00 -40.77   2.22         165.00 
280.00 -42.28   2.24         173.00 
280.00 -43.79   2.26         181.00 
280.00 -45.30   2.28         189.00 
280.00 -46.81   2.29         196.00 
280.00 -48.32   2.30         199.00 
280.00 -49.83   2.30         200.00 
280.00 -51.34   2.30         200.00 
280.00 -52.85   2.30         200.00 
280.00 -54.36   2.30         200.00 
280.00 -55.87   2.30         200.00 
280.00 -57.38   2.30         200.00 
280.00 -58.89   2.30         200.00 
280.00 -60.40   2.30         200.00 
282.50 0.00     1.88         75.00  
282.50 -1.51    1.88         75.00  
282.50 -3.02    1.88         76.00  
282.50 -4.53    1.88         76.00  
282.50 -6.04    1.88         75.00  
282.50 -7.55    1.87         74.00  
282.50 -9.06    1.85         70.00  
282.50 -10.57   1.83         67.00  
282.50 -12.08   1.80         63.00  
282.50 -13.59   1.77         59.00  
282.50 -15.10   1.73         54.00  
282.50 -16.61   1.75         56.00  
282.50 -18.12   1.83         67.00  
282.50 -19.63   1.91         81.00  
282.50 -21.14   1.96         92.00  
282.50 -22.65   2.00         101.00 
282.50 -24.16   2.04         109.00 
282.50 -25.67   2.07         117.00 
282.50 -27.18   2.09         123.00 
282.50 -28.69   2.10         125.00 
282.50 -30.20   2.10         125.00 
282.50 -31.71   2.10         125.00 
282.50 -33.22   2.10         125.00 
282.50 -34.73   2.10         125.00 
282.50 -36.24   2.12         131.00 
282.50 -37.75   2.16         143.00 
282.50 -39.26   2.19         154.00 
282.50 -40.77   2.21         163.00 
282.50 -42.28   2.23         170.00 
282.50 -43.79   2.25         177.00 
282.50 -45.30   2.26         184.00 
282.50 -46.81   2.28         191.00 
282.50 -48.32   2.29         196.00 
282.50 -49.83   2.30         199.00 
282.50 -51.34   2.30         200.00 
282.50 -52.85   2.30         200.00 
282.50 -54.36   2.30         200.00 
282.50 -55.87   2.30         200.00 
282.50 -57.38   2.30         200.00 
282.50 -58.89   2.30         200.00 
282.50 -60.40   2.30         200.00 
285.00 0.00     1.90         80.00  
285.00 -1.51    1.91         82.00  
285.00 -3.02    1.94         87.00  
285.00 -4.53    1.94         88.00  
285.00 -6.04    1.92         84.00  
285.00 -7.55    1.90         79.00  
285.00 -9.06    1.87         74.00  
285.00 -10.57   1.84         69.00  
285.00 -12.08   1.81         64.00  
285.00 -13.59   1.79         61.00  
285.00 -15.10   1.78         60.00  
285.00 -16.61   1.79         62.00  
285.00 -18.12   1.84         69.00  
285.00 -19.63   1.90         79.00  
285.00 -21.14   1.96         91.00  
285.00 -22.65   2.00         101.00 
285.00 -24.16   2.05         111.00 
285.00 -25.67   2.08         120.00 
285.00 -27.18   2.10         125.00 
285.00 -28.69   2.10         125.00 
285.00 -30.20   2.10         125.00 
285.00 -31.71   2.10         125.00 
285.00 -33.22   2.10         125.00 
285.00 -34.73   2.10         127.00 
285.00 -36.24   2.13         134.00 
285.00 -37.75   2.15         142.00 
285.00 -39.26   2.18         152.00 
285.00 -40.77   2.21         161.00 
285.00 -42.28   2.23         168.00 
285.00 -43.79   2.24         174.00 
285.00 -45.30   2.26         181.00 
285.00 -46.81   2.27         187.00 
285.00 -48.32   2.29         194.00 
285.00 -49.83   2.30         199.00 
285.00 -51.34   2.30         200.00 
285.00 -52.85   2.30         200.00 
285.00 -54.36   2.30         200.00 
285.00 -55.87   2.30         200.00 
285.00 -57.38   2.30         200.00 
285.00 -58.89   2.30         200.00 
285.00 -60.40   2.30         200.00 
287.50 0.00     1.93         85.00  
287.50 -1.51    1.96         92.00  
287.50 -3.02    2.02         105.00 
287.50 -4.53    2.05         111.00 
287.50 -6.04    2.03         106.00 
287.50 -7.55    2.00         99.00  
287.50 -9.06    1.96         92.00  
287.50 -10.57   1.92         84.00  
287.50 -12.08   1.85         71.00  
287.50 -13.59   1.81         64.00  
287.50 -15.10   1.83         68.00  
287.50 -16.61   1.85         71.00  
287.50 -18.12   1.87         74.00  
287.50 -19.63   1.91         81.00  
287.50 -21.14   1.95         90.00  
287.50 -22.65   2.00         101.00 
287.50 -24.16   2.05         112.00 
287.50 -25.67   2.08         121.00 
287.50 -27.18   2.10         125.00 
287.50 -28.69   2.10         125.00 
287.50 -30.20   2.10         125.00 
287.50 -31.71   2.10         125.00 
287.50 -33.22   2.10         126.00 
287.50 -34.73   2.12         131.00 
287.50 -36.24   2.14         138.00 
287.50 -37.75   2.16         144.00 
287.50 -39.26   2.18         152.00 
287.50 -40.77   2.20         160.00 
287.50 -42.28   2.22         166.00 
287.50 -43.79   2.24         173.00 
287.50 -45.30   2.25         179.00 
287.50 -46.81   2.27         186.00 
287.50 -48.32   2.29         193.00 
287.50 -49.83   2.30         198.00 
287.50 -51.34   2.30         200.00 
287.50 -52.85   2.30         200.00 
287.50 -54.36   2.30         200.00 
287.50 -55.87   2.30         200.00 
287.50 -57.38   2.30         200.00 
287.50 -58.89   2.30         200.00 
287.50 -60.40   2.30         200.00 
290.00 0.00     1.94         88.00  
290.00 -1.51    2.00         99.00  
290.00 -3.02    2.08         120.00 
290.00 -4.53    2.13         134.00 
290.00 -6.04    2.14         137.00 
290.00 -7.55    2.12         132.00 
290.00 -9.06    2.10         127.00 
290.00 -10.57   2.04         110.00 
290.00 -12.08   1.90         79.00  
290.00 -13.59   1.81         65.00  
290.00 -15.10   1.85         70.00  
290.00 -16.61   1.87         74.00  
290.00 -18.12   1.89         78.00  
290.00 -19.63   1.92         84.00  
290.00 -21.14   1.96         92.00  
290.00 -22.65   2.01         103.00 
290.00 -24.16   2.06         114.00 
290.00 -25.67   2.09         122.00 
290.00 -27.18   2.10         125.00 
290.00 -28.69   2.10         125.00 
290.00 -30.20   2.10         125.00 
290.00 -31.71   2.10         125.00 
290.00 -33.22   2.10         127.00 
290.00 -34.73   2.12         132.00 
290.00 -36.24   2.14         139.00 
290.00 -37.75   2.16         146.00 
290.00 -39.26   2.18         153.00 
290.00 -40.77   2.20         160.00 
290.00 -42.28   2.22         166.00 
290.00 -43.79   2.24         173.00 
290.00 -45.30   2.25         179.00 
290.00 -46.81   2.27         186.00 
290.00 -48.32   2.28         192.00 
290.00 -49.83   2.30         198.00 
290.00 -51.34   2.30         200.00 
290.00 -52.85   2.30         200.00 
290.00 -54.36   2.30         200.00 
290.00 -55.87   2.30         200.00 
290.00 -57.38   2.30         200.00 
290.00 -58.89   2.30         200.00 
290.00 -60.40   2.30         200.00 
292.50 0.00     1.96         92.00  
292.50 -1.51    2.03         107.00 
292.50 -3.02    2.13         135.00 
292.50 -4.53    2.20         157.00 
292.50 -6.04    2.22         167.00 
292.50 -7.55    2.22         166.00 
292.50 -9.06    2.21         164.00 
292.50 -10.57   2.14         138.00 
292.50 -12.08   1.94         88.00  
292.50 -13.59   1.82         66.00  
292.50 -15.10   1.85         70.00  
292.50 -16.61   1.88         75.00  
292.50 -18.12   1.90         80.00  
292.50 -19.63   1.93         85.00  
292.50 -21.14   1.97         93.00  
292.50 -22.65   2.02         104.00 
292.50 -24.16   2.06         114.00 
292.50 -25.67   2.09         122.00 
292.50 -27.18   2.10         125.00 
292.50 -28.69   2.10         125.00 
292.50 -30.20   2.10         125.00 
292.50 -31.71   2.10         125.00 
292.50 -33.22   2.10         127.00 
292.50 -34.73   2.12         131.00 
292.50 -36.24   2.14         138.00 
292.50 -37.75   2.16         146.00 
292.50 -39.26   2.19         154.00 
292.50 -40.77   2.21         161.00 
292.50 -42.28   2.22         167.00 
292.50 -43.79   2.24         173.00 
292.50 -45.30   2.25         179.00 
292.50 -46.81   2.27         185.00 
292.50 -48.32   2.28         192.00 
292.50 -49.83   2.30         198.00 
292.50 -51.34   2.30         200.00 
292.50 -52.85   2.30         200.00 
292.50 -54.36   2.30         200.00 
292.50 -55.87   2.30         200.00 
292.50 -57.38   2.30         200.00 
292.50 -58.89   2.30         200.00 
292.50 -60.40   2.30         200.00 
295.00 0.00     1.96         92.00  
295.00 -1.51    2.04         109.00 
295.00 -3.02    2.16         143.00 
295.00 -4.53    2.23         171.00 
295.00 -6.04    2.26         184.00 
295.00 -7.55    2.27         185.00 
295.00 -9.06    2.27         186.00 
295.00 -10.57   2.19         156.00 
295.00 -12.08   1.98         95.00  
295.00 -13.59   1.82         66.00  
295.00 -15.10   1.85         71.00  
295.00 -16.61   1.88         76.00  
295.00 -18.12   1.91         81.00  
295.00 -19.63   1.93         86.00  
295.00 -21.14   1.97         94.00  
295.00 -22.65   2.01         103.00 
295.00 -24.16   2.05         112.00 
295.00 -25.67   2.08         121.00 
295.00 -27.18   2.10         125.00 
295.00 -28.69   2.10         125.00 
295.00 -30.20   2.10         125.00 
295.00 -31.71   2.10         125.00 
295.00 -33.22   2.10         126.00 
295.00 -34.73   2.12         131.00 
295.00 -36.24   2.14         139.00 
295.00 -37.75   2.17         147.00 
295.00 -39.26   2.19         155.00 
295.00 -40.77   2.21         162.00 
295.00 -42.28   2.23         168.00 
295.00 -43.79   2.24         174.00 
295.00 -45.30   2.26         180.00 
295.00 -46.81   2.27         186.00 
295.00 -48.32   2.28         192.00 
295.00 -49.83   2.30         198.00 
295.00 -51.34   2.30         200.00 
295.00 -52.85   2.30         200.00 
295.00 -54.36   2.30         200.00 
295.00 -55.87   2.30         200.00 
295.00 -57.38   2.30         200.00 
295.00 -58.89   2.30         200.00 
295.00 -60.40   2.30         200.00 
297.50 0.00     1.96         92.00  
297.50 -1.51    2.04         109.00 
297.50 -3.02    2.16         143.00 
297.50 -4.53    2.24         173.00 
297.50 -6.04    2.27         188.00 
297.50 -7.55    2.27         188.00 
297.50 -9.06    2.27         188.00 
297.50 -10.57   2.20         158.00 
297.50 -12.08   1.98         95.00  
297.50 -13.59   1.82         66.00  
297.50 -15.10   1.85         71.00  
297.50 -16.61   1.88         76.00  
297.50 -18.12   1.91         81.00  
297.50 -19.63   1.93         86.00  
297.50 -21.14   1.97         93.00  
297.50 -22.65   2.01         102.00 
297.50 -24.16   2.04         110.00 
297.50 -25.67   2.07         118.00 
297.50 -27.18   2.09         124.00 
297.50 -28.69   2.10         125.00 
297.50 -30.20   2.10         125.00 
297.50 -31.71   2.10         125.00 
297.50 -33.22   2.10         125.00 
297.50 -34.73   2.11         130.00 
297.50 -36.24   2.14         139.00 
297.50 -37.75   2.17         148.00 
297.50 -39.26   2.19         156.00 
297.50 -40.77   2.21         163.00 
297.50 -42.28   2.23         170.00 
297.50 -43.79   2.25         176.00 
297.50 -45.30   2.26         182.00 
297.50 -46.81   2.27         188.00 
297.50 -48.32   2.29         195.00 
297.50 -49.83   2.30         199.00 
297.50 -51.34   2.30         200.00 
297.50 -52.85   2.30         200.00 
297.50 -54.36   2.30         200.00 
297.50 -55.87   2.30         200.00 
297.50 -57.38   2.30         200.00 
297.50 -58.89   2.30         200.00 
297.50 -60.40   2.30         200.00 
300.00 0.00     1.96         92.00  
300.00 -1.51    2.04         109.00 
300.00 -3.02    2.16         143.00 
300.00 -4.53    2.24         174.00 
300.00 -6.04    2.28         189.00 
300.00 -7.55    2.28         191.00 
300.00 -9.06    2.28         192.00 
300.00 -10.57   2.21         161.00 
300.00 -12.08   1.98         96.00  
300.00 -13.59   1.82         66.00  
300.00 -15.10   1.85         71.00  
300.00 -16.61   1.88         76.00  
300.00 -18.12   1.91         81.00  
300.00 -19.63   1.93         86.00  
300.00 -21.14   1.96         92.00  
300.00 -22.65   2.00         99.00  
300.00 -24.16   2.03         106.00 
300.00 -25.67   2.05         113.00 
300.00 -27.18   2.08         119.00 
300.00 -28.69   2.09         124.00 
300.00 -30.20   2.10         125.00 
300.00 -31.71   2.10         125.00 
300.00 -33.22   2.10         125.00 
300.00 -34.73   2.11         129.00 
300.00 -36.24   2.14         138.00 
300.00 -37.75   2.17         147.00 
300.00 -39.26   2.19         156.00 
300.00 -40.77   2.21         164.00 
300.00 -42.28   2.24         172.00 
300.00 -43.79   2.25         178.00 
300.00 -45.30   2.27         185.00 
300.00 -46.81   2.28         191.00 
300.00 -48.32   2.29         197.00 
300.00 -49.83   2.30         200.00 
300.00 -51.34   2.30         200.00 
300.00 -52.85   2.30         200.00 
300.00 -54.36   2.30         200.00 
300.00 -55.87   2.30         200.00 
300.00 -57.38   2.30         200.00 
300.00 -58.89   2.30         200.00 
300.00 -60.40   2.30         200.00 
302.50 0.00     1.96         92.00  
302.50 -1.51    2.04         109.00 
302.50 -3.02    2.16         143.00 
302.50 -4.53    2.24         174.00 
302.50 -6.04    2.28         191.00 
